title,blog_url,affiliate_link,mood_text
唐朝詭事録2 －To the West－,https://poupe.hatenadiary.jp/search?q=%10%1D%6D%8B%322%20%0DTo%20the%20West%0D,https://www.amazon.co.jp/%E5%94%90%E6%9C%9D%E8%A9%AD%E4%BA%8B%E9%8C%B2%EF%BC%9C%E3%81%A8%E3%81%86%E3%81%A1%E3%82%87%E3%81%86%E3%81%8D%E3%81%98%E3%82%8D%E3%81%8F%EF%BC%9E-%E7%AC%AC%E4%BA%8C%E5%AD%A3%EF%BC%8D-West%EF%BC%8D-DVD-BOX1-DVD-%E3%83%A4%E3%83%B3%E3%83%BB%E3%82%B7%E3%83%A5%E3%83%BC%E3%82%A6%E3%82%A7%E3%83%B3/dp/B0FDGKL95L?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=2XDPGWUYMSJT5&dib=eyJ2IjoiMSJ9.B3SwkrTbP4RgFwqOXd8Nth7M4_pL0y13kRssdWgLHTT6qa8hNM2Ze8wbI3lqav-Heh9IWfHcLCWaxjIkQz_BGEQ7GnamaLbdb8q7hKVSkpUhe6FTj-BvhzU6PbY-KVgpQxZWlBF5WcgqOLMR3llu_AUwJlUDFYCMZfxFEcQgyooUnewYWhT2kaYmqkELH-x6r4ecXUvWiX-hGdeMslfw0Q.MaNdFQUpF0KY9Jmu-oyW-iCOzkX2bOGR2yOLved3FH8&dib_tag=se&keywords=%E5%94%90%E6%9C%9D%E8%A9%AD%E4%BA%8B%E9%8C%B22+%EF%BC%8DTo+the+West%EF%BC%8D&qid=1765777078&sprefix=%E5%94%90%E6%9C%9D%E8%A9%AD%E4%BA%8B%E9%8C%B22+to+the+west+%2Caps%2C185&sr=8-1&ufe=app_do%3Aamzn1.fos.f851e75d-a860-4774-84a1-525c65264f29&linkCode=ll1&tag=poupe-22&linkId=d08ceafdc23b99dd554cfc914a65a244&language=ja_JP&ref_=as_li_ss_tl,"復讐, 師弟, イケメン, 俳優, 中国ドラマ, 華流"
君子盟,https://poupe.hatenadiary.jp/search?q=%1B%50%DF,https://www.amazon.co.jp/%E5%90%9B%E5%AD%90%E7%9B%9F-%E5%AD%97%E5%B9%95%E7%89%88/dp/B0CVRLCTQY?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=24V4PJTLF75A&dib=eyJ2IjoiMSJ9.hIGvCneguhTNvn9uM8Dy5RlV-B3HVyPLaLdz9LbxKj_IjhTN3I5QmD83AisYS45LbGvL6fNOEKqu-2ntHhSH0Tpbxhocs4fhMNdb46NYAITPfsTOkqTe_LGYf025anvUYSfnzONRQFocKEVXnjal1nVyPyQY6IwJCqCJvf2ZnZ-Up7DgDsE-wP2J9UB_Fa__YbuqJy5kim_iF727U9a7g9UsqPNuu0LpqfS90nqT9xubgMfU1atqTCYQFvImUbIiwxvNZPKFviQqwrPLQ3vofO88riUKII3Ttm7RRfZVAk8.kUXZS4uVkwV9AOjF-PQCjgqvk04liNyB4hgRlRvvrws&dib_tag=se&keywords=%E5%90%9B%E5%AD%90%E7%9B%9F&qid=1765777094&sprefix=%E5%90%9B%E5%AD%90%E7%9B%9F%2Caps%2C207&sr=8-2&linkCode=ll2&tag=poupe-22&linkId=3b800a06741a221f6f7bdfe7c102f937&language=ja_JP&ref_=as_li_ss_tl,"三角関係, 復讐, 仲間, 秘密, 俳優"
星より輝く君へ,https://poupe.hatenadiary.jp/search?q=%1F%88%8A%1D%4F%1B%78,,"師弟, 転生, 癒し, イケメン, 俳優"
山河之影,https://poupe.hatenadiary.jp/search?q=%71%B3%4B%71,https://www.amazon.co.jp/gp/video/detail/B0D4HSY3MV?sr=1-1&pageTypeIdSource=ASIN&pageTypeId=B0D4HQRWWY&qid=1765777131798&linkCode=ll2&tag=poupe-22&linkId=fbef50dbc59f123bcbff3f400bcf4f6b&language=ja_JP&ref_=as_li_ss_tl,"友情, シリアス, 癒し, 俳優, 中国ドラマ, 華流"
輝ける宝珠の如く,https://poupe.hatenadiary.jp/search?q=%1D%51%8B%9D%E0%6E%82%4F,https://www.amazon.co.jp/%E8%BC%9D%E3%81%91%E3%82%8B%E5%AE%9D%E7%8F%A0%E3%81%AE%E5%A6%82%E3%81%8F%EF%BC%88%E5%AD%97%E5%B9%95%E7%89%88%EF%BC%89/dp/B0FHJ51C67?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=CAFM8IF4O2M0&dib=eyJ2IjoiMSJ9.HjSPb0_R167KCoOpCy2e1ef1cratkpr7U9S2U9ZT6enBCjl9T843lAPGX6-ld-ucaoi7AyGbBawvzoleSCnisTx4KD-n2RCznUH3IZKgjvhjvaXedj3937GXGDe6_x9ZCgqmfIkabO8-bU4EFoVpj6L0aA1gL1uBkHzBVRPR_lkInVkHlQPJBplZp0GD3LWD7XrwB4GBuxxnQHBxaaySR2xHf23Bl_ouZ2x8woCR5kB6AqsUGtZttg1UX6ZQABfL.fLXa0GjDSOtamJKwkw39FUuKcewsapK_FBcwXr-pLug&dib_tag=se&keywords=%E8%BC%9D%E3%81%91%E3%82%8B%E5%AE%9D%E7%8F%A0%E3%81%AE%E5%A6%82%E3%81%8F&qid=1765777146&sprefix=%E8%BC%9D%E3%81%91%E3%82%8B%E5%AE%9D%E7%8F%A0%E3%81%AE%E5%A6%82%E3%81%8F%2Caps%2C203&sr=8-1&linkCode=ll2&tag=poupe-22&linkId=0097744dede50b496f38581b290f3f9a&language=ja_JP&ref_=as_li_ss_tl,"ラブコメ, ホラー, 復讐, コメディ, 俳優"
度華年,https://poupe.hatenadiary.jp/search?q=%A6%EF%74,https://www.amazon.co.jp/%E5%BA%A6%E8%8F%AF%E5%B9%B4-The-Princess-Royal/dp/B0FRNPPVXM?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=26UC3DC637JX0&dib=eyJ2IjoiMSJ9.YSFUn6Wc5jANHmdhmPiY2L1Pt8m0pdehok5A9Jd7lYX38aCftaPcZfNSz_RfouT__PNSKsmPx_iuBamk4WBZ66P9AWkFVht5aMW4UwBu0MuIL7OxwZwBfmYvPX7wtyobxw-iJfScY4SKkh9hgC282YijDfsTh_BUw-qeVfs2R1mFKXCxr6eb-2Gu1XV6HBS5ZZY9FfpZx1p1qyBjWFCj5un2myHSYe2VgCpoaWVeeVRLYErZ9qokwH7LyJHbQXtJWAujKZABHorDPRU1wnvBoGsk7T8mPdThbMe9iSNnT00.VoAKA-jqNfVIE3xlfc9T5c1HCqdavXFN1PGMT5u5WBo&dib_tag=se&keywords=%E5%BA%A6%E8%8F%AF%E5%B9%B4&qid=1765777159&sprefix=%E5%BA%A6%E8%8F%AF%E5%B9%B4%2Caps%2C230&sr=8-5&linkCode=ll2&tag=poupe-22&linkId=eb95b41a53c983db9770f32ba8daab33&language=ja_JP&ref_=as_li_ss_tl,"SF, ホラー, 復讐, 笑える, コメディ, シリアス, 癒し, 俳優"
月歌行,https://poupe.hatenadiary.jp/search?q=%08%4C%4C,https://www.amazon.co.jp/%E6%9C%88%E6%AD%8C%E8%A1%8C-%E5%AD%97%E5%B9%95%E7%89%88/dp/B0D8GKZQ45?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=37H4ZXUHSK1QC&dib=eyJ2IjoiMSJ9.vctG3XOWONJbCJ8atU-SyIeoDVvRNDMpdWpfshaSmFaUy8sTIx64Udj8hXqOLoAt9GzaOLjlxbyBEPUYtJu_YOno4DticrOB2s5q_I5TDfIgqBvM8ef8dXjWD6PBJnoJxjt4S301KMmfP10EUlBQfx2iImYFLmksS21a01Tt81dJmWdYDqNsKGK_pF2GwsPt0Fz1oTrJ1S_2lUM_xk08mfKsFGChZ3-oa4R4niFFSRUXifuEArbTqHjnL6RJcES3p92JpmiBqbELqWnWsptmna6lyiv1LLcVvoBEkTNpCbU.HUYCFsh1YOcOKnnYFcsJladnuyT53V05by8dTS0qCZk&dib_tag=se&keywords=%E6%9C%88%E6%AD%8C%E8%A1%8C&qid=1765777172&sprefix=%E6%9C%88%E6%AD%8C%E8%A1%8C%2Caps%2C283&sr=8-3&linkCode=ll2&tag=poupe-22&linkId=1418ea3e4a5fbee6736d8a8e16b40f07&language=ja_JP&ref_=as_li_ss_tl,"宮廷, 復讐, 泣ける, コメディ, 甘い, 切ない, 俳優"
顔心記,https://poupe.hatenadiary.jp/search?q=%54%C3%18,https://www.amazon.co.jp/%E9%A1%94%E5%BF%83%E8%A8%98-%E3%81%8C%E3%82%93%E3%81%97%E3%82%93%E3%81%8D-%EF%BD%9E%E3%82%B7%E3%82%A7%E3%82%A4%E3%83%97%E3%83%BB%E3%82%AA%E3%83%96%E3%83%BB%E3%83%A9%E3%83%96%EF%BD%9E-%E5%AD%97%E5%B9%95%E7%89%88/dp/B0FX19MRDH?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=2W29S6LCSGM72&dib=eyJ2IjoiMSJ9.qWQ0LJnOWKi41supldKpaX9fazANK0aQ4GkKBJhqLjN1DnoT2AmsLq4eVvrnO8rfIsuktGIci8Q14oxdHqdSzBo3GxyuIoPw5cAMyhELl6e6A07r6s5bV_RHg3dp0o_BByIM1nl7KJ-DHnG1hS7lna49TmEYo0Ku3Kx4OHTkxWWKrV5PiXNIU1z3UEtcQxSDHd-j9FDLW8MjAZH3dlGEaBGG34s-zf2tU-uKqs2ySOgMfa1ICSRpFK2j25JJMpKIJ0kdPJudp9Af_2OYbo-OBm4nUO6VzxXM5offfhgTh3o.5gw7jKQCWz1_Tr1OlwRKWcCBG52TFFS0CyKnSXMD3cA&dib_tag=se&keywords=%E9%A1%94%E5%BF%83%E8%A8%98&qid=1765777202&sprefix=%E9%A1%94%E5%BF%83%E8%A8%98%2Caps%2C201&sr=8-1&linkCode=ll2&tag=poupe-22&linkId=de8e874bd4e3231da9ff3aaa8d8376d3&language=ja_JP&ref_=as_li_ss_tl,"偽装結婚, 復讐, 仲間, 身分違い, 秘密, 癒し, ほのぼの, 俳優"
少年歌行,https://poupe.hatenadiary.jp/search?q=%11%74%4C%4C,https://www.amazon.co.jp/%E5%B0%91%E5%B9%B4%E6%AD%8C%E8%A1%8C%EF%BD%9EBeginning-of-the-Legend%EF%BD%9E/dp/B0DJWY68ZP?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=131XL7VVDGSQI&dib=eyJ2IjoiMSJ9.NhKklV5wh0ye0sKt0DETy0X0uNKG8-MxhmGbT7Mbrw4j82fUDdicFv_l7YVcPCowc197haOCvNZvDB6M3G6PEdNgGVotUbu2zdwaDCj7EGMoa03dkf0GtVPH_jTM5BnVkbdMjpp476XhElj1Lf-IwyRHDaZudocBjdIuQokCXenNxoqnlegLP0Hrd0QTyN1qVCKcKYtzt37Q-7eAV9fuXzKIoFdsXMR2zTU1N7kpe7gZCQsXtGJ9Z1DjBTIh_uIWs0ladwHA9jP4FLtUGBlEDh4c6Nljbl3uHUl1qM0WWWE.DXZg9Lo2JpIpEzXoJ8Zf4L87Re3VXJZCndd7SbMCoFs&dib_tag=se&keywords=%E5%B0%91%E5%B9%B4%E6%AD%8C%E8%A1%8C&qid=1765777215&sprefix=%E5%B0%91%E5%B9%B4%E6%AD%8C%E8%A1%8C%2Caps%2C192&sr=8-1&linkCode=ll2&tag=poupe-22&linkId=b1503e40f91e7f04a09491cc754f940f&language=ja_JP&ref_=as_li_ss_tl,"武侠, 復讐, 仲間, 友情, 泣ける, 俳優"
墨雨雲間,https://poupe.hatenadiary.jp/search?q=%A8%E8%F2%93,https://www.amazon.co.jp/%E5%A2%A8%E9%9B%A8%E9%9B%B2%E9%96%93%EF%BD%9E%E7%BE%8E%E3%81%97%E3%81%8D%E5%BE%A9%E8%AE%90%EF%BD%9E-DVD-SET1-%E3%82%A6%E3%83%BC%E3%83%BB%E3%82%B8%E3%83%B3%E3%82%A4%E3%82%A8%E3%83%B3/dp/B0DXDR37Y9?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=26T744Q47CZC6&dib=eyJ2IjoiMSJ9.mXm6yfdrKOGp7nA196gS9jC_05Q9P4JzsCdGEdlMSnLuf6LczUJrVihQvkI7YpLSXvQ9dK1mAyWM-RnMSUefkisf4lLbVxeGfjc0aWMtN0SU2i9AnzPXyvWUtK5Jj5bbrwVojd4VyhJOWFtgGphAi5pn-pNPUKSidkEsGqFWgNCPlAMP6YBpPgbezM1uBUQ6dvOuXAfN4mr4EwwT0CjWlF7_Qea0NWyQRWycUtKOwflkKGtlIqlqrG4mVpQK5tClorhHJPLV_afHP1HKjp_fU1meAk6HnJ-L30RwjSsTqeI.7uf8F6NyxOlkksSMMKs95nwMdpfEECBID47ncboTCYc&dib_tag=se&keywords=%E5%A2%A8%E9%9B%A8%E9%9B%B2%E9%96%93&qid=1765777229&sprefix=%E5%A2%A8%E9%9B%A8%E9%9B%B2%E9%96%93%2Caps%2C195&sr=8-6&ufe=app_do%3Aamzn1.fos.f851e75d-a860-4774-84a1-525c65264f29&linkCode=ll1&tag=poupe-22&linkId=0c61c5326e4197bb815ca4a3457716ec&language=ja_JP&ref_=as_li_ss_tl,"三角関係, 復讐, 友情, 笑える, 癒し, 俳優"
恋狐妖伝,https://poupe.hatenadiary.jp/search?q=%4B%D0%96%1D,https://www.amazon.co.jp/%E6%81%8B%E7%8B%90%E5%A6%96%E4%BC%9D%EF%BD%9E%E3%83%95%E3%82%A1%E3%83%BC%E3%82%B9%E3%83%88%E3%83%BB%E3%83%A9%E3%83%96%EF%BD%9E-%E5%AD%97%E5%B9%95%E7%89%88/dp/B0FXN59Z8L?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=2LPCS4F6IVX1E&dib=eyJ2IjoiMSJ9.9Vm4fWhh-VH0cifZxYkUGA0CpcPlql-ZiUaIzNcmFiUsQFL2Xx5hCfJmxwRFR89DBIIn_MGmtjURssFbtBb3xZAb-mgeqz0jlNM6k2RsQ5GmXUHyvjmHmnS33N_UA8mVFzu7WDqRtpu16RFeJhy6gY49qNJQu-zdu0Hnkn1Qoub_iCu0_ydQlRc_8fJmpKzQ7RLAmbPcgcNwxN9FDSQ8ZlWaZ0AJSFvZL7F1LX8miuWUmZjzU-1NEjMtBCNNrXe6CyxqkwL8elNq3pPW1Ez79-iOI_aPNC6aEdJZrtdfPk8.SSveIK8y3F9nyCu5O4Lm_aFLi4f8JZE1jurz1DbZZa8&dib_tag=se&keywords=%E6%81%8B%E7%8B%90%E5%A6%96%E4%BC%9D&qid=1765777252&sprefix=%E6%81%8B%E7%8B%90%E5%A6%96%E4%BC%9D%2Caps%2C191&sr=8-2&linkCode=ll2&tag=poupe-22&linkId=1eb18db8fa9179edebe59ac018855218&language=ja_JP&ref_=as_li_ss_tl,"復讐, 仲間, コメディ, ハッピーエンド, 俳優, ラブストーリー"
始皇帝,https://poupe.hatenadiary.jp/search?q=%CB%87%1D,https://www.amazon.co.jp/%E5%A7%8B%E7%9A%87%E5%B8%9D%EF%BD%9E%E5%A4%A9%E4%B8%8B%E7%B5%B1%E4%B8%80%EF%BD%9E/dp/B0B8RY7KRS?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=1XR1B0H97RVZP&dib=eyJ2IjoiMSJ9.vWlCX1hsTUYqpFpZ2r9-NfFwTdpAByt2DmTcU-0aFZtyUWSkY26L4bmvlVDK2eSCCZHc4abrnVBKK72mS7YYhdeajSUTIeldlFcGtB4nl1svegc1fkLkdiNGVTfK6ALExi-7GVnc93oYswiFVz7lBBcbRuF3GULqQ2Rg2oz27U6H-EhL1GP94BNucZ8YLHmohT5ZVaErftWbUhJpDxP-OdDzdeenvBK1XMh8xjeF92_5yyAfS6RtjpTi3cp3vqZu-Lap4ZjdakUOFnytiHWFD6D_iVfcMyJ58UAIa7Ng8W0.De19QGAyaD6_tlvfKGXXRbJnmeOxQMKX847dlK1JMJ0&dib_tag=se&keywords=%E5%A7%8B%E7%9A%87%E5%B8%9D&qid=1765777267&sprefix=%E5%A7%8B%E7%9A%87%E5%B8%9D%2Caps%2C222&sr=8-2&linkCode=ll2&tag=poupe-22&linkId=88463e124c2d9f2e344f7de52bfc9fbd&language=ja_JP&ref_=as_li_ss_tl,"歴史, 復讐, 友情, 秘密, 泣ける, 俳優, 宮廷, 時代劇"
南城宴,https://poupe.hatenadiary.jp/search?q=%57%CE%B4,https://www.amazon.co.jp/%E5%8D%97%E5%9F%8E%E5%AE%B4-%EF%BD%9E%E4%B9%B1%E4%B8%96%E3%81%AB%E5%92%B2%E3%81%8F%E5%AE%AE%E5%BB%B7%E3%81%AE%E6%81%8B%EF%BD%9E-DVD-BOX%E2%91%A0-%E3%83%AF%E3%83%B3%E3%83%BB%E3%83%A8%E3%82%A6%E3%82%B7%E3%83%A5%E3%82%AA/dp/B0FBLRN8KQ?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=BR8CPT230L7K&dib=eyJ2IjoiMSJ9.AMogDq9pXA_e_0rRbbVzk7OGu6CE9-kFwFPHVmweYkUgvWfm6EfprAhqqa7x1XKODK1Qv259SX54qQgZG8qy9Fq_bYq8qQVl0LoesxyxeV7HLFGHO2Y3Nw7pClrkM74Maq9D0TanL1N_VyhDP5X8s4kT2EbFJIvAwA6I4QKp2MHP9opwiAceceOkqMFQ7Jcv.AXAbBjRXuNrVIHH0Jc60Y5VyKIGhgE2bv3X-IWz9R4s&dib_tag=se&keywords=%E5%8D%97%E5%9F%8E%E5%AE%B4&qid=1765777281&sprefix=%E5%8D%97%E5%9F%8E%E5%AE%B4%2Caps%2C189&sr=8-1&ufe=app_do%3Aamzn1.fos.f851e75d-a860-4774-84a1-525c65264f29&linkCode=ll1&tag=poupe-22&linkId=c64efdbbc9ba8cfd21afcfb5a31e281d&language=ja_JP&ref_=as_li_ss_tl,"記憶喪失, 復讐, 仲間, 秘密, コメディ, シリアス, 俳優"
天行健,https://poupe.hatenadiary.jp/search?q=%29%4C%65,,"時代劇, 武侠, 歴史, 復讐, 仲間, 師弟, 秘密, シリアス, 癒し, 俳優"
想いの温度差,https://poupe.hatenadiary.jp/search?q=%F3%44%6E%29%A6%EE,https://www.amazon.co.jp/%E6%83%B3%E3%81%84%E3%81%AE%E6%B8%A9%E5%BA%A6%E5%B7%AE%EF%BD%9E%E4%B9%9D%E9%9C%84%E5%AF%92%E5%A4%9C%E6%9A%96%EF%BD%9E%EF%BC%88%E5%AD%97%E5%B9%95%E7%89%88%EF%BC%89/dp/B0CPPNQT9G?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=33UQJR58VX14&dib=eyJ2IjoiMSJ9.Nz2TEF-9avrEzESsif0ZoZbT3-WpFOmcbLBoENVClC1Likh8xwBH75DE_jziTXHrb4_LBSfvS2FD-jtKgktoJw.4LBoFvgjnrrPekahz7LPVYptCptrkNg4LnBspt77Sfo&dib_tag=se&keywords=%E6%83%B3%E3%81%84%E3%81%AE%E6%B8%A9%E5%BA%A6%E5%B7%AE&qid=1765777388&sprefix=%E6%83%B3%E3%81%84%E3%81%AE%E6%B8%A9%E5%BA%A6%E5%B7%AE%2Caps%2C212&sr=8-1&linkCode=ll2&tag=poupe-22&linkId=096a217664c67ea7f9beb3be49b2484a&language=ja_JP&ref_=as_li_ss_tl,"三角関係, 復讐, 俳優, 中国ドラマ, 華流"
オレ様陛下と溺愛未満,https://poupe.hatenadiary.jp/search?q=%AA%EC%D8%5B%0B%68%BA%1B%2A%80,,"歴史, 記憶喪失, 溺愛, 仲間, 秘密, 笑える, コメディ, 俳優, ラブストーリー"
春色の恋人,https://poupe.hatenadiary.jp/search?q=%25%72%6E%4B%BA,https://www.amazon.co.jp/%E6%98%A5%E8%89%B2%E3%81%AE%E6%81%8B%E4%BA%BA-%E5%AD%97%E5%B9%95%E7%89%88/dp/B0FH61D82W?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=18JMHLF8YXL7K&dib=eyJ2IjoiMSJ9.OTLBc5pdIt0V2OPReFmP7aBF1yD7SqpFNRTRBo-9lREjWeEmf8KRP-ICvuoulERKibEwL7y7tEPangrBgovBwtH6HW-7bUfIUDC3a4HCmuuwDHBBYz3CV5dETeJiBQU0bDtU7Z8uAmoaWLZPM2_e8Q.qFx3-ERmbwxarkrUFGBlDme_BHaErDxBzpEATSaXZ6I&dib_tag=se&keywords=%E6%98%A5%E8%89%B2%E3%81%AE%E6%81%8B%E4%BA%BA&qid=1765777409&sprefix=%E6%98%A5%E8%89%B2%E3%81%AE%E6%81%8B%E4%BA%BA%2Caps%2C222&sr=8-1&linkCode=ll2&tag=poupe-22&linkId=6836386586861ce5c0cae72277151a6b&language=ja_JP&ref_=as_li_ss_tl,"泣ける, 笑える, イケメン, 俳優, ラブストーリー"
惜花芷,https://poupe.hatenadiary.jp/search?q=%DC%B1%B7,https://www.amazon.co.jp/%E6%83%9C%E8%8A%B1%E8%8A%B7%EF%BD%9E%E6%98%9F%E3%81%8C%E7%85%A7%E3%82%89%E3%81%99%E9%81%93%EF%BD%9E%EF%BC%88%E5%AD%97%E5%B9%95%E7%89%88%EF%BC%89/dp/B0DHGVRW98?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=1TN3RSW85UJVR&dib=eyJ2IjoiMSJ9.Sq3kRlDMWwJJgsvW682l2AUd1g4alY0wWD3AMY8SVkp0acvgw9eZw3UAMqv4X_7EdTIhLwokipYj1Fe3VqlM7GZP9IMni6VslHth8KJAjty68B2XG4EbT5nh_4HpnyGkhIGMyUy2srjlOWVORAGDUf9L5hCothvVvkcI0FNLNcxT0lY40qDHUNOmq1Fweyztku1nBJypO0tdJgvHCCnUhKyMIlWbtrIPXrnwD8oPZELaF8jJ7jM-bQa6mBAmRx5EQxYt9qL_E1w_jt_7SYPFmAc6Es8OkIr21PSC33GB6IM.bmlwz6u4styQwHgnsyV3jHT418MoGV12GHkJPpLar6c&dib_tag=se&keywords=%E6%83%9C%E8%8A%B1%E8%8A%B7&qid=1765777429&sprefix=%E6%83%9C%E8%8A%B1%E8%8A%B7%2Caps%2C245&sr=8-3&linkCode=ll2&tag=poupe-22&linkId=bf6a64a601384bcac9fa71e3752034b9&language=ja_JP&ref_=as_li_ss_tl,"溺愛, 仲間, 秘密, 泣ける, 甘い, スカッと, 癒し, 俳優"
逍遥と花嫁,https://poupe.hatenadiary.jp/search?q=%0D%65%68%B1%C1,,"記憶喪失, 復讐, 仲間, 秘密, バッドエンド, 俳優"
ふしぎの国の聖使,https://poupe.hatenadiary.jp/search?q=%75%57%4E%6E%FD%6E%56%7F,https://www.amazon.co.jp/%E3%81%B5%E3%81%97%E3%81%8E%E3%81%AE%E5%9B%BD%E3%81%AE%E8%81%96%E4%BD%BF/dp/B0DJVXDM1D?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=3TU3V5M8LVEFW&dib=eyJ2IjoiMSJ9.cdRO1ZAj_URCgkVDOPIAIEj7kGaohkmEX02W69YDrhBjW-iiGfa3VU8CrFpMXOwz5Y0QYvk9_0cyb5Dx8TcTwl8vOh8RoFbNXEUwSr2xUvM0AhVbrZFE7TKaW3PJn31faeL8gjPEBy7UMQLoQlJNlPaDCkBThjVzJFwCOgDjOYx85Dk8B5eVUXG0grORXkMvjGvJknTssq0Z2NzRuczq_NRfBoQCtK8yE91TxKuydnwWdCvZKQk7Q_oCpLmMk-T6.EZrFnFONO1MEvDUXAgAAPG8lQiZ9UK-FdkEeokL2Yf4&dib_tag=se&keywords=%E3%81%B5%E3%81%97%E3%81%8E%E3%81%AE%E5%9B%BD%E3%81%AE%E8%81%96%E4%BD%BF&qid=1765777459&sprefix=%E3%81%B5%E3%81%97%E3%81%8E%E3%81%AE%E5%9B%BD%E3%81%AE%E8%81%96%E4%BD%BF%2Caps%2C176&sr=8-2&linkCode=ll2&tag=poupe-22&linkId=09f22b757092af841bb804f1ba4a5bc5&language=ja_JP&ref_=as_li_ss_tl,"ラブコメ, 歴史, 復讐, 転生, 泣ける, コメディ, バッドエンド, 俳優"
麗しの城主様,https://poupe.hatenadiary.jp/search?q=%97%57%6E%CE%3B%D8,https://www.amazon.co.jp/%E9%BA%97%E3%81%97%E3%81%AE%E5%9F%8E%E4%B8%BB%E6%A7%98%EF%BD%9E%E6%81%8B%E3%81%AE%E5%AE%AE%E5%BB%B7%E9%A8%92%E4%B9%B1%E8%A8%98%EF%BD%9E/dp/B0CPQ8GV21?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=2V9TPJG8ACI19&dib=eyJ2IjoiMSJ9.y2qfQ_i3JI7seXgKO1T_65SwM9IitUpQByRywvFrr8bwAEEAg5wQW_ij4lHQyFg-WWStFWYvkCAPS3ESdMUT8W4QthO8P4mlHO6lUmZXhIcAtD1V1oWE8MzmhXV06NeZEme2lQZ8Ap4dD3iDAnWYDL4UCEkjplbmrHgAFcFrMKwugVe7VAk91zbAXRDmsI3DLdHMT-hWNVB02nqbwz3-MLVHFLX634xHSawiDi0DD1wP-Tk1etWUsnolPvMOLsFy7yezzFvg_qm3aGylEW---5cdozWuVEp9YBIhgNOg2A4.DuWvxi8rTHXBlFOuE4VlX-mJUw-21kCt-PRWcMAMxHo&dib_tag=se&keywords=%E9%BA%97%E3%81%97%E3%81%AE%E5%9F%8E%E4%B8%BB%E6%A7%98&qid=1765777472&sprefix=%E9%BA%97%E3%81%97%E3%81%AE%E5%9F%8E%E4%B8%BB%E6%A7%98%2Caps%2C178&sr=8-1&linkCode=ll2&tag=poupe-22&linkId=922c2c39561faa6f3b60ed416c91d065&language=ja_JP&ref_=as_li_ss_tl,"宮廷, 記憶喪失, 復讐, 仲間, コメディ, シリアス, イケメン, 俳優"
永楽帝,https://poupe.hatenadiary.jp/search?q=%38%7D%1D,https://www.amazon.co.jp/%E6%B0%B8%E6%A5%BD%E5%B8%9D%EF%BD%9E%E5%A4%A7%E6%98%8E%E5%A4%A9%E4%B8%8B%E3%81%AE%E8%BC%9D%E3%81%8D%EF%BD%9E-%E5%AD%97%E5%B9%95%E7%89%88/dp/B0CMR2V3F7?__mk_ja_JP=%E3%82%AB%E3%82%BF%E3%82%AB%E3%83%8A&crid=Q76QVH6KMDUN&dib=eyJ2IjoiMSJ9.MKu5VsPshjqolIvqYCSwDn6lNKRA_Bvgh34B6XoZWQ9O8kMQTa8JD_KwqJEnqjx_xr8QLTV0s_zfA_eTCFWgUmP8nuwGPZJSNyC6Yx14LxaGWbUzq0zNhHDAm4wgf-14d_uZHe0j82QGcPnFjfXIuwlh3O5KII7tVE1iBxzoCCr6_VHV_Yh5D6GzdaZUzefcfrSZUqtMh2VVL89T_7A17aEYXdEw0WmMloZ6d-svv-Uev5j5FkI3WTeqeb-XQqXSy8c5JVphjo5lGqJzpF35Ksd5UNlK8LVyEfcK9fD-wak.VouYb41ugf3ZQNRo5So4JvS3WZQ6NmUJkusQYQ94PJc&dib_tag=se&keywords=%E6%B0%B8%E6%A5%BD%E5%B8%9D&qid=1765777490&sprefix=%E6%B0%B8%E6%A5%BD%E5%B8%9D%2Caps%2C224&sr=8-3&linkCode=ll2&tag=poupe-22&linkId=136490e11ff48d08f5b7e2ac19a77958&language=ja_JP&ref_=as_li_ss_tl,"歴史, 溺愛, 仲間, 泣ける, 俳優"
